klant_id,klantnaam,segment,lengtegraad,breedtegraad,geo_id
984,Darcy St George,Corporate,12.7785347,41.6868422,493
985,Ewan O'Neill,Corporate,-3.8757916,40.4935329,207
986,Nate Dacey,Consumer,-3.8757916,40.4935329,207
987,Lori Miller,Consumer,-2.2426305,53.4807593,259
988,Lilian Macredie,Corporate,8.6634007,49.9914663,494
989,Lori Miller,Consumer,10.0226511,45.133249,495
990,Ali Jerger,Corporate,-1.265032,52.370878,496
991,Charlie Horrocks,Consumer,-1.982919,52.586214,393
992,Millie Franklin,Consumer,9.1859243,45.4654219,61
993,Keith Martinez,Consumer,3.003078,43.184277,497
994,Adam Gibbs,Corporate,0.68484,47.394144,498
995,Janet Broussard,Consumer,-3.768906,40.232367,480
996,Victoria Bell,Home Office,-1.1581086,52.9547832,382
997,Harry Nelson,Consumer,2.1734035,41.3850639,40
998,Jacob Varley,Corporate,2.505069,48.886727,499
999,Sienna Williamson,Corporate,24.6559001,60.2054911,461
1000,Charlotte Savage,Consumer,-1.7888495,43.3381465,500
1001,Maynard Moorman,Consumer,-3.7037902,40.4167754,31
1002,Scarlett Pollard,Corporate,24.6559001,60.2054911,461
1003,Evie Flockhart,Consumer,-3.696906,42.3439925,501
1004,Sherron Henegar,Consumer,0.087806,51.767787,502
1005,Courtney Hancock,Consumer,-1.1865868,50.8548464,503
1006,Charlie Power,Home Office,14.3537878,40.8575784,504
1007,Jessica Paramor,Corporate,13.3612671,38.1156879,176
1008,Aidan Hayward,Corporate,1.714958,48.989323,505
1009,Elise Ali,Home Office,11.5354214,45.5454787,281
1010,Aidan Hayward,Corporate,-0.1277583,51.5073509,41
1011,Maynard Moorman,Consumer,7.6868565,45.070312,272
1012,Lewis Greenwood,Consumer,-1.519693,52.406822,75
1013,Julie Ochoa,Corporate,3.32342,49.376636,506
1014,Jodie Mellor,Consumer,6.8076853,50.9995815,159
1015,Lauren Saunders,Consumer,-0.4906855,38.3459963,296
1016,Molly Palmer,Corporate,2.445676,48.924298,171
1017,Zachary Disher,Consumer,16.2838207,41.3196635,507
1018,Walter Coley,Consumer,-6.1965948,36.4718646,508
1019,Harrison Cooke,Consumer,-0.4200255,51.8786707,160
1020,Harry Nelson,Consumer,4.3988186,51.9169599,483
1021,Joan Douglas,Corporate,11.7124294,44.3599996,509
1022,Xavier Burford,Corporate,-1.3635009,53.4326035,470
1023,Gregory Rodriguez,Corporate,7.2009147,51.5368948,283
1024,David To,Home Office,9.7320104,52.3758916,54
1025,Jeffrey Laird,Corporate,4.805528,43.949317,510
1026,Sophie Franklin,Corporate,-4.486076,48.390394,511
1027,Rhonda Ford,Consumer,13.7372621,51.0504088,37
1028,Sarah Cross,Consumer,9.9936818,53.5510846,115
1029,Daniel Howells,Corporate,-4.1426565,50.3754565,308
1030,Sophie Franklin,Corporate,7.5885761,47.5595986,51
1031,Hollie Norris,Consumer,-0.563166,47.478419,512
1032,Bianca Whitford,Corporate,2.257289,48.799815,513
1033,Zona Meyer,Corporate,8.2145521,53.1434501,514
1034,Jason Roger,Corporate,2.385166,48.656473,369
1035,Gerald Booth,Consumer,0.68484,47.394144,498
1036,Lester Wimmer,Consumer,-1.61778,54.978252,99
1037,Joan Douglas,Corporate,6.184417,48.692054,515
1038,Georgina Arnold,Corporate,11.3426163,44.494887,28
1039,Aaron Davey,Consumer,2.245748,48.714509,516
1040,Ebony Northcott,Consumer,8.6724335,49.3987524,517
1041,Alexandra Macdonald,Corporate,2.075323,48.762895,518
1042,Claudia Poore,Corporate,13.404954,52.5200066,71
1043,Aidan Hayward,Corporate,11.5819806,48.1351253,91
1044,Ruby Frost,Home Office,-1.995159,52.517664,471
1045,Kian Pollard,Consumer,-2.733637,53.361024,519
1046,Max Ronald,Corporate,2.487765,48.774755,520
1047,Lewis Greenwood,Consumer,1.079798,49.459778,521
1048,Makayla Elphinstone,Consumer,7.6868565,45.070312,272
1049,Rose Heap,Consumer,-3.7037902,40.4167754,31
1050,Mike Obrien,Consumer,17.6389267,59.8585638,44
1051,Charles Carey,Consumer,4.835659,45.764043,163
1052,Daniel Lucas,Home Office,7.1060218,51.6591234,522
1053,Corey Browne,Consumer,11.5819806,48.1351253,91
1054,Bryce Efird,Corporate,16.3738189,48.2081743,9
1055,Edward Dolling,Consumer,-8.555621,40.9281143,523
1056,Aidan Rowe,Consumer,4.4777325,51.9244201,123
1057,Robert Barnes,Consumer,-2.487529,53.748575,306
1058,Mark Briggs,Consumer,7.6261347,51.9606649,524
1059,Bryce Efird,Corporate,10.6296859,44.6989932,290
1060,Alfonso Gomez,Corporate,-1.9812313,43.318334,525
1061,Jade Daniels,Corporate,3.876716,43.610769,269
1062,Gary Crume,Consumer,-1.474841,43.492949,398
1063,Samantha Reynell,Home Office,2.27137,48.730756,526
1064,Maddison Newman,Corporate,12.6560314,41.5944018,184
1065,Ryan Ackland,Consumer,2.3522219,48.856614,59
1066,Scarlett Truchanas,Corporate,-0.499782,43.893485,208
1067,Viola Watson,Consumer,-1.890401,52.486243,4
1068,Nelson Olsen,Home Office,4.4777325,51.9244201,123
1069,Thomas Thompson,Corporate,12.5316444,52.4125287,527
1070,Steven Cordoba,Consumer,7.1896962,51.1787418,181
1071,Ginger Owens,Consumer,12.7785347,41.6868422,493
1072,Libby McDonald,Home Office,-1.759398,53.795984,463
1073,Sharon Kerley,Consumer,-2.12882,52.586973,194
1074,Jose Gullo,Consumer,8.6821267,50.1109221,49
1075,William Horton,Consumer,2.83183,50.42893,528
1076,Angus De Groot,Corporate,6.7623293,51.4344079,111
1077,Holly Noble,Consumer,-0.59944,44.865164,529
1078,Rachel Goddard,Consumer,16.3738189,48.2081743,9
1079,Riley Howells,Consumer,4.4024643,51.2194475,133
1080,Dominic Jordan,Consumer,9.9936818,53.5510846,115
1081,Mason Adams,Consumer,2.384049,48.912259,530
1082,John Town,Consumer,-1.553621,47.218371,395
1083,Gail Thompson,Consumer,-4.6249439,36.544148,366
1084,Aidan Hayward,Corporate,2.777535,50.291002,318
1085,Laura Akhtar,Consumer,-4.1270438,40.583347,531
1086,Kyle Beard,Consumer,-6.1260744,36.6850064,532
1087,Julie Ochoa,Corporate,4.6688508,52.1276577,533
1088,Joel Ortega,Corporate,16.3738189,48.2081743,9
1089,Amy Pritchard,Consumer,-2.368647,51.626435,446
1090,Lilian Macredie,Corporate,7.2009147,51.5368948,283
1091,Jonathan Franklin,Home Office,-0.6808233,37.9847003,39
1092,Leah Derham,Consumer,-0.630386,44.80583,76
1093,Ethan Howarth,Consumer,6.7623293,51.4344079,111
1094,Lilly Le Grand,Home Office,5.150093,45.613538,534
1095,Norma McCowan,Consumer,6.9446888,51.529086,535
1096,Dylan Dry,Consumer,-0.39032,51.656489,140
1097,Leticia Sorrells,Consumer,2.2399123,48.8396952,536
1098,Michael Watkins,Home Office,12.9155494,43.9124756,537
1099,Alfonso Gomez,Corporate,-0.1277583,51.5073509,41
1100,Kiera Chandler,Consumer,-2.12882,52.586973,194
1101,Freya Daniels,Consumer,8.459405,55.476466,20
1102,Liam Mathias,Corporate,-0.1277583,51.5073509,41
1103,Ethan Barrett,Consumer,-3.106849,51.015344,538
1104,Faith Chambers,Consumer,-3.188267,55.953252,102
1105,Jayden Ali,Consumer,2.387981,49.007379,539
1106,Laura Akhtar,Consumer,8.0308796,51.8402587,540
1107,Everett Dunbar,Corporate,8.8016937,53.0792962,136
1108,Mary Hough,Home Office,2.4970711,48.9412151,300
1109,Harriet Chadwick,Corporate,2.429443,48.801148,30
1110,Eleanor Pollard,Home Office,4.3988186,51.9169599,483
1111,Mike Langer,Corporate,-0.5600349,51.316774,11
1112,Chloe Landale,Home Office,-0.1277583,51.5073509,41
1113,Bailey Morris,Consumer,11.5819806,48.1351253,91
1114,Piper Wilder-Neligan,Consumer,6.8975851,52.7858037,87
1115,Nathan Allwood,Home Office,-0.1277583,51.5073509,41
1116,Toby Rowley,Consumer,-3.5985571,37.1773363,541
1117,Minnie Cash,Corporate,7.0289361,52.1841199,216
1118,Alex Greenwood,Consumer,13.404954,52.5200066,71
1119,Kristen Holland,Consumer,18.0084334,59.3688791,542
1120,Kian Sykes,Consumer,12.5023439,41.6693373,543
1121,Richard Poole,Home Office,-3.7037902,40.4167754,31
1122,Tricia Bustamante,Corporate,-3.188267,55.953252,102
1123,Mackenzie Whitford,Consumer,8.7760843,50.0956362,295
1124,Tom Charlton,Corporate,-0.6808233,37.9847003,39
1125,Donna Nash,Corporate,3.876716,43.610769,269
1126,Georgina Fuller,Consumer,2.4783913,49.2576872,544
1127,Philip Newsom,Corporate,13.404954,52.5200066,71
1128,Ryan Price,Consumer,3.7174243,51.0543422,178
1129,Eve Bates,Consumer,-3.023009,53.389991,316
1130,Daniel Burke,Home Office,-0.1277583,51.5073509,41
1131,Anna Macdonald,Consumer,8.7575093,51.7189205,545
1132,Rose Heap,Consumer,7.0115552,51.4556432,106
1133,Molly Palmer,Corporate,3.518332,50.357113,546
1134,Bianca Whitford,Corporate,-1.383801,54.906869,256
1135,Minnie Cash,Corporate,5.447427,43.529742,241
1136,Nathan Allwood,Home Office,3.755999,43.444815,334
1137,Cynthia Zielinski,Home Office,2.3522219,48.856614,59
1138,Gregory Rodriguez,Corporate,10.7522454,59.9138688,32
1139,Leroy Samson,Home Office,-6.3665881,53.2865903,547
1140,Patricia Smith,Corporate,5.3878266,52.1561113,548
1141,William Jolly,Consumer,14.3328679,51.7563108,222
1142,Alpha Ross,Corporate,-0.1277583,51.5073509,41
1143,Darcy St George,Corporate,7.3150145,51.5632625,60
1144,Isabelle Gould,Consumer,7.8421043,47.9990077,205
1145,Angus Reading,Corporate,-0.1277583,51.5073509,41
1146,Jett Osman,Home Office,-1.5490774,53.8007554,310
1147,Juan Smith,Consumer,24.6559001,60.2054911,461
1148,Makayla Elphinstone,Consumer,2.3522219,48.856614,59
1149,Alexis Code,Corporate,7.6868565,45.070312,272
1150,Eva Hargraves,Consumer,5.218332,43.4212739,549
1151,Eden Gooseberry,Corporate,-1.890401,52.486243,4
1152,Jacob Varley,Corporate,-1.470085,53.381129,14
1153,Louis Dominguez,Corporate,10.0008798,53.6993066,347
1154,Jasper Neighbour,Corporate,7.186363,49.3518048,550
1155,Jude Leonard,Consumer,2.398782,47.081012,551
1156,Jack Holland,Consumer,12.4963655,41.9027835,65
1157,Ruby Nicholls,Corporate,-0.9965839,37.6256827,377
1158,Jonathan Bottrill,Consumer,2.035041,41.3458415,262
1159,Lamar Lockhart,Consumer,13.404954,52.5200066,71
1160,Jade Farmer,Consumer,2.580987,48.59586,552
1161,Toby Starling,Consumer,9.7320104,52.3758916,54
1162,Max Ronald,Corporate,3.003078,43.184277,497
1163,John Town,Consumer,-3.7037902,40.4167754,31
1164,Morgan Dodd,Consumer,13.404954,52.5200066,71
1165,Alex Greenwood,Consumer,15.8939163,41.2656592,232
1166,Isabelle Torpy,Consumer,-0.1277583,51.5073509,41
1167,Zona Meyer,Corporate,7.2619532,43.7101728,45
1168,Maya O'Sullivan,Corporate,1.836833,50.105467,553
1169,Robert Barnes,Consumer,-2.323702,53.425561,554
1170,Noah Hart,Consumer,-0.1277583,51.5073509,41
1171,Mia McLean,Corporate,18.0685808,59.3293235,1
1172,Will Poynton,Consumer,0.290472,50.768035,555
1173,Lillian Davis,Consumer,11.5819806,48.1351253,91
1174,Jose Gullo,Consumer,10.9252269,44.647128,556
1175,Audrey Emanuel,Consumer,-0.1277583,51.5073509,41
1176,Louie Knight,Consumer,11.9688029,51.4969802,35
1177,Don Willie,Corporate,9.7532823,47.9226998,557
1178,Maddison Breen,Corporate,8.5324708,52.0302285,24
1179,Ashton Foley,Consumer,-6.2603097,53.3498053,64
1180,Dominic Jordan,Consumer,14.3328679,51.7563108,222
1181,Lola Hughes,Consumer,9.1859243,45.4654219,61
1182,Charlie Smithies,Consumer,2.8948332,42.6886591,198
1183,Jason Calhoun,Consumer,7.569283,51.0266668,558
1184,Lara Stoate,Corporate,-1.995159,52.517664,471
1185,Kieran Herbert,Consumer,3.425488,46.131859,559
1186,Patricia Smith,Corporate,12.6945121,56.0464674,560
1187,Holly Black,Home Office,-2.967056,48.066152,561
1188,Tyler Duncan,Home Office,8.4036527,49.0068901,301
1189,Ruby Frost,Home Office,-2.9349852,43.2630126,338
1190,Maddison Breen,Corporate,2.481875,48.906008,562
1191,Charlotte Taylor,Consumer,11.7902158,45.0698118,361
1192,Sue Castaneda,Home Office,13.3612671,38.1156879,176
1193,Rory Jess,Home Office,12.3155151,45.4408474,187
1194,Aaron Davey,Consumer,-8.4863157,51.8968917,164
1195,Caitlyn Willoughby,Home Office,18.0685808,59.3293235,1
1196,Lilly Akhtar,Home Office,7.5426711,44.3844766,563
1197,Adam Harte,Corporate,-0.575794,48.750059,564
1198,Henry Pedder,Consumer,-1.987248,50.71505,465
1199,Patricia Smith,Corporate,2.4970711,48.9412151,300
1200,Callum Hagai,Home Office,7.2060095,53.3594029,565
1201,Charles Builder,Consumer,17.9417616,40.6327278,114
1202,Evan Allen,Corporate,1.336579,43.612189,566
1203,Isabella Fowler,Consumer,2.149777,48.908587,473
1204,Tyson Jonathan,Consumer,6.0838868,50.7753455,337
1205,Elisabeth Manson,Consumer,6.234158,46.193253,567
1206,Florence Wark,Consumer,12.4963655,41.9027835,65
1207,Isabelle Norton,Consumer,6.8936619,52.2215372,416
1208,Jamie Le Grand,Home Office,2.2870889,41.6061927,568
1209,Ewan Walton,Consumer,9.1859243,45.4654219,61
1210,Phoebe Lindsay,Consumer,-1.421629,53.235048,569
1211,George Bryan,Consumer,8.3406481,51.6712278,570
1212,Michael Halcomb,Corporate,7.2619532,43.7101728,45
1213,Nicole Johns,Consumer,4.3006999,52.0704978,234
1214,Angus Reading,Corporate,13.404954,52.5200066,71
1215,Jesse Godson,Corporate,17.2470303,40.4643606,571
1216,Georgina Fuller,Consumer,16.3738189,48.2081743,9
1217,Imogen Symon,Consumer,12.5695158,44.0678288,72
1218,Eloise Sykes,Consumer,-3.188267,55.953252,102
1219,Daniel Lucas,Home Office,-1.148224,44.631077,492
1220,Harry Marion,Consumer,6.7623293,51.4344079,111
1221,Christopher Goold,Corporate,4.828731,46.3068839,572
1222,David Harney,Corporate,7.017369,43.552847,386
1223,Niki Peirce,Consumer,4.872757,44.008767,573
1224,Sophia Owen,Corporate,-0.4666546,52.1359729,574
1225,Samuel Thomas,Consumer,6.9602786,50.937531,169
1226,Edward Martinez,Corporate,8.8016937,53.0792962,136
1227,Freddie Kaur,Consumer,2.326213,49.030343,575
1228,Brian Garcia,Consumer,13.404954,52.5200066,71
1229,Gail Thompson,Consumer,15.439504,47.070714,323
1230,Niamh Mann,Consumer,3.077801,44.100575,576
1231,Terence Welch,Consumer,0.290472,50.768035,555
1232,Richard Poole,Home Office,1.533937,45.159555,577
1233,Chloe O'Dea,Consumer,3.080602,50.367874,578
1234,Jasmine Hanson,Consumer,16.5527874,40.8253924,251
1235,Robert Quick,Consumer,-0.1277583,51.5073509,41
1236,Brandon Kirby,Home Office,-0.499782,43.893485,208
1237,Ben Summerville,Consumer,24.938379,60.1698557,77
1238,Faith Greenwood,Consumer,-0.540579,53.230688,579
1239,Kai Bolden,Consumer,2.3522219,48.856614,59
1240,Craig Rayner,Consumer,8.7236889,47.4988196,488
1241,Sam Rees,Home Office,12.9213697,50.827845,487
1242,Laura Elizabeth,Consumer,8.541694,47.3768866,62
1243,Andres Woodruff,Home Office,5.2332526,52.0906015,580
1244,Elise Godfrey,Consumer,5.36978,43.296482,53
1245,Vaughn Gibbs,Home Office,4.8951679,52.3702157,142
1246,Dominic Elliott,Consumer,22.2666303,60.4518126,392
1247,Abigail Humffray,Consumer,10.7865461,52.4226503,449
1248,Travis Corchado,Corporate,-1.1397592,52.6368778,13
1249,Archie Springfield,Home Office,13.404954,52.5200066,71
1250,Ngoc Orozco,Home Office,1.151361,49.0270129,173
1251,Eva Hargraves,Consumer,13.404954,52.5200066,71
1252,Mary Hough,Home Office,-4.248437,48.450821,224
1253,Mark Washington,Home Office,-1.2073261,38.051681,402
1254,Thomas McCallum,Consumer,7.4652981,51.5135872,400
1255,James Groom,Corporate,9.3185739,48.8293519,581
1256,Madison Chadwick,Consumer,0.891874,51.895927,170
1257,Mariam McMeckan,Corporate,11.102228,43.8777049,26
1258,Robert Barnes,Consumer,6.6883728,50.8747592,582
1259,Robert Quick,Consumer,2.713016,48.87296,583
1260,Aaron Bootman,Consumer,4.768323,51.5719149,155
1261,Anna Moreton,Corporate,-8.6291053,41.1579438,143
1262,Sarah Smorgon,Consumer,-8.6291053,41.1579438,143
1263,Thomas Shepherd,Corporate,-3.0081319,43.3387367,584
1264,Anthony Spooner,Corporate,13.404954,52.5200066,71
1265,Jay Johnson,Consumer,2.4497721,48.9864632,585
1266,Mackenzie Whitford,Consumer,-2.2966054,53.5933498,586
1267,Edward Martinez,Corporate,2.2399123,48.8396952,536
1268,Jay Johnson,Consumer,2.536118,48.91923,587
1269,Judy Rodriquez,Consumer,7.4632841,51.3670777,200
1270,Kimberly Jones,Corporate,1.444209,43.604652,7
1271,Ella Troy,Home Office,-0.1277583,51.5073509,41
1272,Adam Walpole,Corporate,-1.2073261,38.051681,402
1273,Angie Massengill,Consumer,7.2162363,51.4818445,68
1274,Dylan Disney,Home Office,2.736291,47.99729,588
1275,Sophie Watson,Corporate,10.6296859,44.6989932,290
1276,Archie Whittaker,Home Office,1.771697,45.26565,589
1277,Scarlett Pollard,Corporate,5.7999133,53.2012334,485
1278,Daniel Burke,Home Office,4.3006999,52.0704978,234
1279,Holly Noble,Consumer,11.97456,57.70887,16
1280,Lauren Knight,Consumer,5.36978,43.296482,53
1281,Chelsea Bannister,Consumer,-1.6777926,48.117266,154
1282,Owen Howell,Home Office,-4.7245321,41.652251,195
1283,Sandra Hooks,Corporate,12.4963655,41.9027835,65
1284,Leo Jenkins,Home Office,4.8951679,52.3702157,142
1285,Eloise Sykes,Consumer,2.619156,48.98543,590
1286,Luz Reilly,Consumer,12.3908279,43.1107168,436
1287,Louie Knight,Consumer,4.4775362,51.0258761,591
1288,Amy Nixon,Consumer,16.3738189,48.2081743,9
1289,Liam Mathias,Corporate,6.7623293,51.4344079,111
1290,Winnie Moss,Consumer,-1.6296949,53.689833,592
1291,Rita McCann,Consumer,-0.1277583,51.5073509,41
1292,Eva Sanderson,Consumer,14.2130486,41.1061258,593
1293,Kayleigh Farmer,Consumer,9.9876076,48.4010822,138
1294,Katherine Grant,Consumer,-3.8099803,43.4623057,359
1295,Aubrey Shedd,Corporate,-6.2603097,53.3498053,64
1296,Jonathan Loftus,Home Office,-0.8084,51.815606,227
1297,Lloyd Barnes,Corporate,16.3738189,48.2081743,9
1298,Tahlia Coughlan,Corporate,11.0796553,49.4254092,348
1299,Jammie Gibbs,Consumer,24.6559001,60.2054911,461
1300,Ruby Patel,Home Office,6.9446888,51.529086,535
1301,Isabelle Vaughan,Consumer,2.266257,48.780426,594
1302,Evie Rees,Consumer,2.39851,48.792001,186
1303,Erin Wallis,Corporate,4.947071,45.698938,103
1304,Aaron Cunningham,Consumer,2.23847,48.812995,595
1305,Melissa Bean,Home Office,18.0685808,59.3293235,1
1306,Lauren Saunders,Consumer,9.1216613,39.2238411,85
1307,Spencer Akhtar,Consumer,-1.0923964,51.26654,596
1308,Henry Chandler,Home Office,2.3522219,48.856614,59
1309,Charles Carey,Consumer,9.2256875,45.5328245,21
1310,Joseph Ford,Corporate,10.775436,43.8808472,597
1311,Philip Newsom,Corporate,9.1829321,48.7758459,230
1312,Dakota Green,Consumer,-8.7207268,42.2405989,277
1313,Felicia Cooley,Consumer,12.3730747,51.3396955,79
1314,Thomas Thompson,Corporate,3.7174243,51.0543422,178
1315,Erin Gill,Home Office,-0.1277583,51.5073509,41
1316,Dominic Jordan,Consumer,4.8951679,52.3702157,142
1317,Elijah Sodeman,Consumer,-6.9447224,37.261421,598
1318,Riley Howells,Consumer,-1.7797176,51.5557739,599
1319,Angie Massengill,Consumer,8.946256,44.4056499,8
1320,Georgia Blackburn,Corporate,8.946256,44.4056499,8
1321,Ewan Walton,Consumer,16.3738189,48.2081743,9
1322,Minnie Cash,Corporate,11.0298799,50.9847679,139
1323,Darcy Medley,Corporate,-0.1277583,51.5073509,41
1324,Kristen Holland,Consumer,-0.57918,44.837789,147
1325,Frances Matthias,Corporate,2.31002,48.796696,600
1326,Lily Tyler,Home Office,10.1227652,54.3232927,243
1327,Naomi Hancock,Corporate,6.6322734,46.5196535,266
1328,Mohammed Arnold,Consumer,2.3522219,48.856614,59
1329,Eva Arnold,Consumer,-0.1277583,51.5073509,41
1330,Arnold Jones,Corporate,2.353663,43.212161,90
1331,Demi Hodgson,Consumer,11.97456,57.70887,16
1332,Spencer Calvert,Corporate,-1.603411,54.95268,457
1333,Kimberly Jones,Corporate,0.551438,51.386322,601
1334,Patrick Townson,Home Office,1.912178,48.990181,602
1335,Hayley Swanston,Home Office,8.946256,44.4056499,8
1336,Josh Wilkinson,Corporate,7.748453,48.605226,603
1337,Robert James,Home Office,10.2775127,48.4528412,604
1338,Ewan Lee,Consumer,7.6853114,51.5426349,605
1339,Max Craig,Corporate,2.397046,51.015681,606
1340,Ryan Price,Consumer,-3.7037902,40.4167754,31
1341,Ethan Cover,Home Office,11.5819806,48.1351253,91
1342,Kai Leonard,Corporate,11.0119611,49.5896744,607
1343,Callum Hagai,Home Office,-0.370679,49.182863,608
1344,Thomas McCallum,Consumer,-4.251806,55.864237,212
1345,Lucas Breillat,Home Office,6.1552165,52.2660751,609
1346,Edward Martinez,Corporate,-2.213848,47.2734979,610
1347,Thomas McCallum,Consumer,-1.1397592,52.6368778,13
1348,James Fleming,Corporate,5.1214201,52.0907374,146
1349,Nathan Noble,Corporate,1.858686,50.95129,611
1350,Thomas Thompson,Corporate,2.035041,41.3458415,262
1351,Eve Spencer,Consumer,7.1507636,51.2562128,282
1352,Richard Harvey,Corporate,16.8718715,41.1171432,81
1353,Ethan Cover,Home Office,15.0830304,37.5078772,309
1354,Adam Harte,Corporate,4.8719854,50.4673883,66
1355,Donald Pak,Corporate,0.199556,48.00611,612
1356,Spencer Oliver,Consumer,-1.519693,52.406822,75
1357,Laura Akhtar,Consumer,9.2256875,45.5328245,21
1358,Kimberly Boyd,Corporate,11.5713346,49.9456399,613
1359,Jose Gambino,Corporate,12.4963655,41.9027835,65
1360,Elise Godfrey,Consumer,6.3965235,51.2554987,451
1361,Layla Furnell,Consumer,11.2558136,43.7695604,367
1362,Tia Metcalfe,Consumer,6.0838868,50.7753455,337
1363,Melissa Bean,Home Office,1.099971,49.443232,413
1364,Esther Henderson,Consumer,2.441782,48.629828,614
1365,Jeremy Pilcher,Corporate,7.4652981,51.5135872,400
1366,Thomas Stephens,Corporate,-3.943646,51.62144,615
1367,Paige Hopley,Consumer,-0.588054,44.802614,161
1368,Justin Armit,Consumer,1.3868339,51.389646,616
1369,Florence Wark,Consumer,25.0377686,60.2933524,226
1370,Noah Hart,Consumer,2.458625,48.892489,83
1371,Walter Coley,Consumer,-0.1277583,51.5073509,41
1372,Kayleigh Summers,Consumer,1.714958,48.989323,505
1373,Jade Howe,Corporate,2.481875,48.906008,562
1374,Kayla Tearle,Corporate,3.06953,50.602642,617
1375,Aidan Rowe,Consumer,13.3612671,38.1156879,176
1376,Ethan Howarth,Consumer,7.2162363,51.4818445,68
1377,Leroy Samson,Home Office,-1.890401,52.486243,4
1378,Isabelle Torpy,Consumer,6.6555022,50.9451945,618
1379,Robert Quick,Consumer,2.70162,48.404676,116
1380,Ashley Baldwinson,Corporate,-1.890401,52.486243,4
1381,James Groom,Corporate,5.1214201,52.0907374,146
1382,Caleb Kenyon,Corporate,-3.023009,53.389991,316
1383,Ginger Owens,Consumer,-5.9844589,37.3890924,38
1384,Nicole Johns,Consumer,13.404954,52.5200066,71
1385,Sandra Cook,Consumer,4.1402689,51.090201,619
1386,John Harris,Corporate,9.1859243,45.4654219,61
1387,Zoe Lowin,Consumer,8.3507182,49.6341372,620
1388,Blake Lymburner,Consumer,11.9688029,51.4969802,35
1389,Isabella Secombe,Consumer,18.0685808,59.3293235,1
1390,Chelsea Howell,Consumer,7.0115552,51.4556432,106
1391,Pearl Summers,Consumer,3.087025,45.777222,343
1392,Madeline Crooks,Consumer,4.4777325,51.9244201,123
1393,Faith Chambers,Consumer,-2.893075,53.193392,280
1394,Leo Jenkins,Home Office,2.607598,48.801255,621
1395,Donald Molina,Home Office,8.3915827,49.0788756,622
1396,Carl Proctor,Consumer,6.585863,51.0902094,623
1397,Lillian Davis,Consumer,12.4963655,41.9027835,65
1398,Mia Pugh,Consumer,13.7768182,45.6495264,624
1399,Kenneth Gonzales,Consumer,2.3522219,48.856614,59
1400,Leroy Dudley,Consumer,11.5819806,48.1351253,91
1401,William Horton,Consumer,2.509142,48.865205,625
1402,Lori Miller,Consumer,8.541694,47.3768866,62
1403,Joel McKean,Home Office,5.8864788,51.0006238,626
1404,Samantha Reynell,Home Office,4.2972181,51.8561502,627
1405,Rebecca Cook,Corporate,16.3738189,48.2081743,9
1406,Amelie North,Corporate,0.199556,48.00611,612
1407,Madison Rowley,Consumer,2.2399123,48.8396952,536
1408,Chelsea Bannister,Consumer,-0.9480051,38.0855528,447
1409,Philip Newsom,Corporate,-0.57918,44.837789,147
1410,Georgina Fuller,Consumer,-6.2603097,53.3498053,64
1411,Evan Allen,Corporate,9.1216613,39.2238411,85
1412,Julian Corbin,Home Office,2.16647,48.6792779,628
1413,Jeffrey Laird,Corporate,6.6371433,49.749992,335
1414,Evie Morton,Consumer,5.36978,43.296482,53
1415,Anthony Stewart,Home Office,2.2399123,48.8396952,536
1416,Audrey Knowles,Consumer,2.3522219,48.856614,59
1417,Lester Wimmer,Consumer,2.6501603,39.5696005,629
1418,Louise Walsh,Consumer,11.5819806,48.1351253,91
1419,Gemma Curlewis,Corporate,6.6322734,46.5196535,266
1420,Spencer Oliver,Consumer,-1.890401,52.486243,4
1421,Nicole Howard,Consumer,0.4685497,51.7355868,630
1422,Eloise Mahmood,Corporate,-1.899776,50.807364,631
1423,Sam Wood,Home Office,-2.4282192,53.5768647,189
1424,Jason Calhoun,Consumer,2.208115,48.847647,632
1425,Tahlia Coughlan,Corporate,9.210879,49.1426929,336
1426,Mark Washington,Home Office,9.3185739,48.8293519,581
1427,Robert Ramsey,Consumer,11.3235439,50.9794934,453
1428,Jonathan Barbee,Consumer,2.4088759,48.762541,633
1429,Jessica Paramor,Corporate,3.4768109,43.3088031,634
1430,Hayden Perkins,Consumer,-0.3762881,39.4699075,253
1431,Donna Nash,Corporate,7.563934,47.5859949,635
1432,Alannah Callaway,Consumer,9.0851765,45.8080597,258
1433,Kevin O'Neill,Corporate,10.1227652,54.3232927,243
1434,Audrey Emanuel,Consumer,11.4041024,47.2692124,244
1435,Caitlyn Willoughby,Home Office,7.8421043,47.9990077,205
1436,Francesca Bowen,Consumer,9.1216613,39.2238411,85
1437,Kimberly Jones,Corporate,2.542555,50.72748,636
1438,Isla Vogel,Home Office,2.1734035,41.3850639,40
1439,Jayden Ali,Consumer,5.36978,43.296482,53
1440,Lilly Le Grand,Home Office,2.317384,48.816363,427
1441,Evie Newton,Home Office,-6.9706535,38.8794495,637
1442,Owen Howell,Home Office,-0.7125608,38.2699329,121
1443,Chloe Miller,Consumer,-3.7037902,40.4167754,31
1444,Toby Labilliere,Consumer,7.6802878,44.9983525,638
1445,Elijah Ruatoka,Home Office,-0.902656,52.240477,297
1446,Eden Gooseberry,Corporate,-1.3289821,54.5704551,331
1447,Alexandra Whitehouse,Consumer,5.7331073,58.9699756,84
1448,Aubrey Shedd,Corporate,1.59255,50.706513,454
1449,Scarlett Truchanas,Corporate,5.718034,45.142151,5
